date,ticker,price
2025-07-11 21:25:34,BTC-USD,117997.1953125
2025-07-11 21:25:38,BTC-USD,117997.1953125
2025-07-11 21:25:42,BTC-USD,117997.1953125
2025-07-11 21:25:46,BTC-USD,117997.1953125
2025-07-11 21:25:51,BTC-USD,117997.1953125
2025-07-11 21:25:55,BTC-USD,117997.1953125
2025-07-11 21:25:59,BTC-USD,117997.1953125
2025-07-11 21:26:03,BTC-USD,117997.1953125
2025-07-11 21:26:07,BTC-USD,117997.1953125
2025-07-11 21:26:11,BTC-USD,117997.1953125
2025-07-11 21:26:16,BTC-USD,118020.5703125
2025-07-11 21:26:20,BTC-USD,118020.5703125
2025-07-11 21:26:24,BTC-USD,118020.5703125
2025-07-11 21:26:28,BTC-USD,118020.5703125
2025-07-11 21:26:32,BTC-USD,118020.5703125
2025-07-11 21:25:34,ETH-USD,3004.50634765625
2025-07-11 21:25:38,ETH-USD,3004.50634765625
2025-07-11 21:25:42,ETH-USD,3004.50634765625
2025-07-11 21:25:46,ETH-USD,3004.50634765625
2025-07-11 21:25:51,ETH-USD,3004.50634765625
2025-07-11 21:25:55,ETH-USD,3004.50634765625
2025-07-11 21:25:59,ETH-USD,3004.50634765625
2025-07-11 21:26:03,ETH-USD,3004.50634765625
2025-07-11 21:26:07,ETH-USD,3004.50634765625
2025-07-11 21:26:11,ETH-USD,3004.50634765625
2025-07-11 21:26:16,ETH-USD,3006.06005859375
2025-07-11 21:26:20,ETH-USD,3006.06005859375
2025-07-11 21:26:24,ETH-USD,3006.06005859375
2025-07-11 21:26:28,ETH-USD,3006.06005859375
2025-07-11 21:26:32,ETH-USD,3006.06005859375
2025-07-11 21:25:34,SOL-USD,164.2727508544922
2025-07-11 21:25:38,SOL-USD,164.2727508544922
2025-07-11 21:25:42,SOL-USD,164.2727508544922
2025-07-11 21:25:46,SOL-USD,164.2727508544922
2025-07-11 21:25:51,SOL-USD,164.2727508544922
2025-07-11 21:25:55,SOL-USD,164.2727508544922
2025-07-11 21:25:59,SOL-USD,164.2727508544922
2025-07-11 21:26:03,SOL-USD,164.2727508544922
2025-07-11 21:26:07,SOL-USD,164.2727508544922
2025-07-11 21:26:11,SOL-USD,164.2727508544922
2025-07-11 21:26:16,SOL-USD,164.2727508544922
2025-07-11 21:26:20,SOL-USD,164.2727508544922
2025-07-11 21:26:24,SOL-USD,164.2727508544922
2025-07-11 21:26:28,SOL-USD,164.2727508544922
2025-07-11 21:26:32,SOL-USD,164.2727508544922
2025-07-11 21:25:34,ADA-USD,0.7383058071136475
2025-07-11 21:25:38,ADA-USD,0.7383058071136475
2025-07-11 21:25:42,ADA-USD,0.7383058071136475
2025-07-11 21:25:46,ADA-USD,0.7383058071136475
2025-07-11 21:25:51,ADA-USD,0.7383058071136475
2025-07-11 21:25:55,ADA-USD,0.7383058071136475
2025-07-11 21:25:59,ADA-USD,0.7383058071136475
2025-07-11 21:26:03,ADA-USD,0.7383058071136475
2025-07-11 21:26:07,ADA-USD,0.7383058071136475
2025-07-11 21:26:11,ADA-USD,0.7385923266410828
2025-07-11 21:26:16,ADA-USD,0.7385923266410828
2025-07-11 21:26:20,ADA-USD,0.7385923266410828
2025-07-11 21:26:24,ADA-USD,0.7385923266410828
2025-07-11 21:26:28,ADA-USD,0.7385923266410828
2025-07-11 21:26:32,ADA-USD,0.7385923266410828
2025-07-11 21:25:34,XRP-USD,2.8170437812805176
2025-07-11 21:25:38,XRP-USD,2.8170437812805176
2025-07-11 21:25:42,XRP-USD,2.8170437812805176
2025-07-11 21:25:46,XRP-USD,2.8170437812805176
2025-07-11 21:25:51,XRP-USD,2.8170437812805176
2025-07-11 21:25:55,XRP-USD,2.8170437812805176
2025-07-11 21:25:59,XRP-USD,2.8170437812805176
2025-07-11 21:26:03,XRP-USD,2.8170437812805176
2025-07-11 21:26:07,XRP-USD,2.8170437812805176
2025-07-11 21:26:11,XRP-USD,2.8170437812805176
2025-07-11 21:26:16,XRP-USD,2.8170437812805176
2025-07-11 21:26:20,XRP-USD,2.8170437812805176
2025-07-11 21:26:24,XRP-USD,2.8170437812805176
2025-07-11 21:26:28,XRP-USD,2.8170437812805176
2025-07-11 21:26:32,XRP-USD,2.8170437812805176
